LAB_LOINC,RAW_LAB_NAME,n
17780-8,"H. PYLORI ANTIGEN, STOOL",182
19162-7,"VARICELLA ZOSTER ANTIBODY, IGG",847
42678-3,URO RISK(R) DIAGNOSTIC PROFILE,28
,POCT INFECTIOUS MONONUCLEOSIS ANTIBODY,11
43305-2,"THINPREP TIS PAP AND HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",32
69002-4,"THINPREP TIS PAP AND HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",32
43304-5,"THINPREP TIS PAP AND HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",32
,POCT SAR-COV-2 CEPHEID PCR,141
54067-4,C DIFF TOX B GENE DETECTION BY PCR,11
77400-0,"PAP IG, HPV, RFX 16/18 (SP)",56
71431-1,"PAP IG, HPV, RFX 16/18 (SP)",56
77399-4,"PAP IG, HPV, RFX 16/18 (SP)",56
,ANTI-SCLERODERMA ANTIBODY,14
,CENTROMERE B ANTIBODY,68
,ANTI-SMITH ANTIBODY,1
,SM/RNP ANTIBODY,132
,SJOGRENS SYNDROME-B EXTRACTABLE NUCLEAR ANTIBODY,20
,SJOGRENS SYNDROME-A EXTRACTABLE NUCLEAR ANTIBODY,22
,THINPREP TIS AND HPV MRNA E6/E7,287
70173-0,STRATIFY JCV(TM) AB (WITH INDEX) W/RFL INHIBITION,19
2349-9,"UA/M W/RFLX CULTURE, COMP",80
,"THINPREP TIS PAP REFLEX HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",612
5770-3,URINALYSIS CHEM ONLY,66
2514-8,URINALYSIS CHEM ONLY,66
5799-2,URINALYSIS CHEM ONLY,66
25428-4,URINALYSIS CHEM ONLY,55
5794-3,URINALYSIS CHEM ONLY,66
20454-5,URINALYSIS CHEM ONLY,66
94759-8,"COVID-19, FLU A+B NAA",14
76078-5,"COVID-19, FLU A+B NAA",14
76080-1,"COVID-19, FLU A+B NAA",14
,HEPARIN AB EIA,62
,CBC WITH DIFFERENTIAL,118826
,FETAL FIBRONECTIN,9
35707-9,"ALKALINE PHOSPHATASE, ISOENZYMES",14
15016-9,"ALKALINE PHOSPHATASE, ISOENZYMES",14
,"THINPREP PAP AND HR HPV DNA REFLEX GENOTYPES 16,18",52
48683-7,STREP GP B NAA+RFLX,16
,"INFLUENZA A,B PCR",9
46154-1,"TRICHOMONAS VAGINALIS, QL TMA, PAP VIAL",11
71695-1,T/B LYMPH PROFILE,36
704-7,T/B LYMPH PROFILE,37
706-2,T/B LYMPH PROFILE,37
713-8,T/B LYMPH PROFILE,37
711-2,T/B LYMPH PROFILE,37
53115-2,T/B LYMPH PROFILE,36
16130-7,"HERPES SIMPLEX VIRUS 1 AND 2, PCR",9
16131-5,"HERPES SIMPLEX VIRUS 1 AND 2, PCR",9
77399-4,"HPV GENOTYPES 16/18,45",56
75694-0,"HPV GENOTYPES 16/18,45",58
74669-3,"SURESWAB(R), ADVANCED VAGINITIS",113
43304-5,"SUREPATH IMAGING PAP REFLEX HPV DNA AND C. TRACHOMATIS,N.GONORRHOEAE",7
43305-2,"SUREPATH IMAGING PAP REFLEX HPV DNA AND C. TRACHOMATIS,N.GONORRHOEAE",7
,VENOUS  BLOOD GAS WITH CO-OXIMETRY UNSOLICITED RESULTS,5056
43304-5,CHLAMYDIA TRACHOMATIS DNA PCR,55
32017-6,HEMOGLOBIN ELECTROPHORESIS,302
32683-5,HEMOGLOBIN ELECTROPHORESIS,302
32681-9,HEMOGLOBIN ELECTROPHORESIS,302
,T/B LYMPH PROFILE,440
,RPR,2495
94534-5,POCT RAPID COVID-19,11
43180-9,"HSV 1 AND 2 SPECIFIC ANTIBODIES IGG, SERUM MAYO (HSVG)",235
43304-5,"THINPREP TIS PAP REFLEX HPV MRNA E6/E7, CT/NG, TRICH",34
43305-2,"THINPREP TIS PAP REFLEX HPV MRNA E6/E7, CT/NG, TRICH",34
46154-1,"THINPREP TIS PAP REFLEX HPV MRNA E6/E7, CT/NG, TRICH",34
711-2,T-HELPER CELLS (CD4) COUNT,72
59420-0,"IGP, APTIMA HPV",26
713-8,PRENATAL PROFILE I,105
711-2,PRENATAL PROFILE I,105
,NUSWAB VAGINITIS PLUS (VG+),68
,HEPATITIS B SCREEN,12
,EBV ANTIBODY PANEL,82
2111-3,POCT BETA HCG UNSOLICITED RESULTS,37
43305-2,"SUREPATH FPGS PAP AND HPV MRNA E6/E7, C. TRACHOMATIS AND N. GONORRHOEAE",8
69002-4,"SUREPATH FPGS PAP AND HPV MRNA E6/E7, C. TRACHOMATIS AND N. GONORRHOEAE",8
43304-5,"SUREPATH FPGS PAP AND HPV MRNA E6/E7, C. TRACHOMATIS AND N. GONORRHOEAE",8
,"PROTEIN / CREATININE RATIO, URINE",880
,ARTERIAL BLOOD GAS UNSOLICITED RESULTS,8290
,SICKLE CELL SCREEN,151
32286-7,HEPATITIS C GENOTYPE,442
15924-4,RESPIRATORY ALLERGY PANEL REGION IV,26
15685-1,RESPIRATORY ALLERGY PANEL REGION IV,26
15530-9,RESPIRATORY ALLERGY PANEL REGION IV,26
15549-9,RESPIRATORY ALLERGY PANEL REGION IV,26
15609-1,RESPIRATORY ALLERGY PANEL REGION IV,26
15581-2,RESPIRATORY ALLERGY PANEL REGION IV,26
15682-8,RESPIRATORY ALLERGY PANEL REGION IV,26
15647-1,RESPIRATORY ALLERGY PANEL REGION IV,26
15680-2,RESPIRATORY ALLERGY PANEL REGION IV,26
15861-8,RESPIRATORY ALLERGY PANEL REGION IV,26
15642-2,RESPIRATORY ALLERGY PANEL REGION IV,26
16085-3,"ALLERGEN: FOOD ALLERGY PROFILE, IGE",58
16011-9,"ALLERGEN: FOOD ALLERGY PROFILE, IGE",58
15846-9,"ALLERGEN: FOOD ALLERGY PROFILE, IGE",58
15650-5,"ALLERGEN: FOOD ALLERGY PROFILE, IGE",58
16018-4,"ALLERGEN: FOOD ALLERGY PROFILE, IGE",58
15568-9,"ALLERGEN: FOOD ALLERGY PROFILE, IGE",58
15689-3,"ALLERGEN: FOOD ALLERGY PROFILE, IGE",58
16006-9,"ALLERGEN: FOOD ALLERGY PROFILE, IGE",58
15766-9,"ALLERGEN: FOOD ALLERGY PROFILE, IGE",58
15527-5,"ALLERGEN: FOOD ALLERGY PROFILE, IGE",58
15607-5,"ALLERGEN: FOOD ALLERGY PROFILE, IGE",58
16065-5,"ALLERGEN: FOOD ALLERGY PROFILE, IGE",58
15917-8,"ALLERGEN: FOOD ALLERGY PROFILE, IGE",58
16074-7,"ALLERGEN: FOOD ALLERGY PROFILE, IGE",58
5877-6,RSV RAPID ANTIGEN,158
,REFERENCE DAT,469
20449-5,LYME DISEASE SEROLOGY-MAYO,25
94342-3,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,17
96486-6,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,17
94347-2,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,17
93428-1,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,17
94815-8,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,17
82976-2,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,17
94285-4,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,17
94287-0,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,17
94346-4,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,17
96476-7,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,17
94345-6,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,17
94694-7,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,3
94350-6,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,17
94348-0,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,3
94349-8,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,3
93503-1,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,17
94352-2,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,17
94351-4,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,17
93489-3,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,17
94340-7,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,17
94341-5,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,17
94343-1,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,17
94344-9,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,17
33463-1,HEPATITIS B E ANTIBODY,30
43588-3,"VARICELLA ZOSTER ANTIBODY, IGM",15
12187-1,CREATINE KINASE ISOENZYME PANEL,4
,PARASITE PCR PANEL,104
,POCT FLU A & B PCR MANUAL  RESULTS,6
,"SURESWAB(R), HSV TYPE 1/2 MRNA, TMA",2
43305-2,THINPREP TIS PAP RFX HR HPV DNA AND C. TRACHOMATIS AND N. GONORRHOEAE,3
43304-5,THINPREP TIS PAP RFX HR HPV DNA AND C. TRACHOMATIS AND N. GONORRHOEAE,3
29771-3,FECAL IMMUNOCHEMICAL,25
15697-6,RESPIRATORY ALLERGY PANEL REGION IV,26
15585-3,RESPIRATORY ALLERGY PANEL REGION IV,26
15875-8,RESPIRATORY ALLERGY PANEL REGION IV,26
15615-8,RESPIRATORY ALLERGY PANEL REGION IV,26
15936-8,RESPIRATORY ALLERGY PANEL REGION IV,26
16054-9,RESPIRATORY ALLERGY PANEL REGION IV,26
15738-8,RESPIRATORY ALLERGY PANEL REGION IV,26
15975-6,RESPIRATORY ALLERGY PANEL REGION IV,26
15737-0,RESPIRATORY ALLERGY PANEL REGION IV,26
15872-5,RESPIRATORY ALLERGY PANEL REGION IV,26
16016-8,RESPIRATORY ALLERGY PANEL REGION IV,26
,DIRECT ANTIGLOBULIN TEST,314
42254-3,"ANA SCREEN,IFA,REFLEX TITER/PATTERN,REFLEX MPLX 11 AB CASCADE WITH IDENTRA",12
13951-9,HEPATITIS A AB TOTAL W/REFL IGM,15
,FETAL BLEED SCREEN,240
46154-1,"IGP,CTNGTV,APT HPV,RFX16/18,45",20
50388-8,"IGP,CTNGTV,APT HPV,RFX16/18,45",20
59420-0,"IGP,CTNGTV,APT HPV,RFX16/18,45",20
50387-0,"IGP,CTNGTV,APT HPV,RFX16/18,45",20
42254-3,"ANA SCREEN, IFA, W/REFLEX TO TITER AND PATTERN/RHEUMATOID ARTHRITIS PANEL 2",3
,OLIGOCLONAL BANDING,18
,"TOXOPLASMA GONDII, MOLECULAR DETECTION, PCR",12
,HIV RNA QUANT VIRAL LOAD,56
,"(1, 3) BETA-D-GLUCAN (FUNGITELL), S",76
,"ANTI-JO 1 ANTIBODY, IGG",4
75983-7,MATERNIT GENOME (9W+),3
92899-4,MATERNIT GENOME (9W+),3
92903-4,MATERNIT GENOME (9W+),3
79211-9,MATERNIT GENOME (9W+),9
75570-2,MATERNIT GENOME (9W+),3
,MATERNIT GENOME (9W+),24
75578-5,MATERNIT GENOME (9W+),3
75602-3,MATERNIT GENOME (9W+),3
92900-0,MATERNIT GENOME (9W+),3
92902-6,MATERNIT GENOME (9W+),3
75980-3,MATERNIT GENOME (9W+),3
75558-7,MATERNIT GENOME (9W+),3
73824-5,MATERNIT GENOME (9W+),3
,C DIFF TOX B GENE DETECTION BY PCR,57
69002-4,THINPREP TIS AND HPV MRNA E6/E7,27
,HCV RNA QUANT VIRAL LOAD,66
,"HISTOPLASMA ANTIGEN, URINE",22
20572-4,HEMOGLOBIN ELECTROPHORESIS,302
35279-9,CYTOPLASMIC NEUTROPHILIC ANTIBODY-MAYO,10
17357-5,CYTOPLASMIC NEUTROPHILIC ANTIBODY-MAYO,10
43304-5,"CHLAMYDIA TRACHOMATIS, NAA, MISC SITES-MAYO",12
69002-4,SUREPATH FPGS PAP AND HPV MRNA E6/E7,7
21759-6,"XSENSE(R), FRAGILE X WITH REFLEX AND CHROMOSOME ANALYSIS, BLOOD",6
19146-0,SMA CARRIER SCREEN,41
43304-5,THINPREP PAP RFX HR HPV DNA AND C. TRACHOMATIS AND N. GONORRHOEAE,11
43305-2,THINPREP PAP RFX HR HPV DNA AND C. TRACHOMATIS AND N. GONORRHOEAE,11
,POCT STREP A PCR MANUAL RESULTS,21
20507-0,OBSTETRIC PANEL WITHOUT HIV,326
82675-0,SUREPATH IMAGING PAP AND HPV DNA,2
50387-0,"PAP IG, CTNG, HPV, RFX 16/18 (SP)",40
50388-8,"PAP IG, CTNG, HPV, RFX 16/18 (SP)",40
77400-0,"PAP IG, CTNG, HPV, RFX 16/18 (SP)",40
71431-1,"PAP IG, CTNG, HPV, RFX 16/18 (SP)",40
77399-4,"PAP IG, CTNG, HPV, RFX 16/18 (SP)",40
82187-6,MENINGITIS/ENCEPHALITIS PCR PANEL,114
82189-2,MENINGITIS/ENCEPHALITIS PCR PANEL,114
82182-7,MENINGITIS/ENCEPHALITIS PCR PANEL,114
82188-4,MENINGITIS/ENCEPHALITIS PCR PANEL,114
82192-6,MENINGITIS/ENCEPHALITIS PCR PANEL,114
82193-4,MENINGITIS/ENCEPHALITIS PCR PANEL,114
82191-8,MENINGITIS/ENCEPHALITIS PCR PANEL,114
82181-9,MENINGITIS/ENCEPHALITIS PCR PANEL,114
82183-5,MENINGITIS/ENCEPHALITIS PCR PANEL,114
82184-3,MENINGITIS/ENCEPHALITIS PCR PANEL,114
82185-0,MENINGITIS/ENCEPHALITIS PCR PANEL,114
82186-8,MENINGITIS/ENCEPHALITIS PCR PANEL,114
82194-2,MENINGITIS/ENCEPHALITIS PCR PANEL,114
82190-0,MENINGITIS/ENCEPHALITIS PCR PANEL,114
,"CRYPTOCOCCAL ANTIGEN, CSF",58
3879-4,"DRUG PANEL, URINE",7
3936-2,"DRUG PANEL, URINE",7
3349-8,"DRUG PANEL, URINE",9
5645-7,"DRUG PANEL, URINE",4
3377-9,"DRUG PANEL, URINE",7
3390-2,"DRUG PANEL, URINE",7655
3393-6,"DRUG PANEL, URINE",7
3773-9,"DRUG PANEL, URINE",7
19141-1,"DRUG PANEL, URINE",4
3426-4,"DRUG PANEL, URINE",7
48159-8,"HEPATITIS PANEL, GENERAL",21
8061-4,ANA MULTIPLEX W/REFLEX 11 AB CASCADE,35
,"WEST NILE VIRUS, CSF",10
69002-4,"IMAGE-GUIDED PAP W/AGE BASED SCR,W/CT/NG/TRICH",80
62461-9,NUSWAB VAGINITIS (VG),86
69562-7,NUSWAB VAGINITIS (VG),86
69563-5,NUSWAB VAGINITIS (VG),86
2640-1,MYOGLOBIN SCREEN URINE,20
711-2,CBC/DIFF AMBIGUOUS DEFAULT,725
,HEPARIN-INDUCED PLATELET ANTIBODY,34
8061-4,ANACHOICE(R) PANEL 1 WITH REFLEXES,6
6457-6,ANACHOICE(R) PANEL 1 WITH REFLEXES,6
45224-3,"MYCOPLASMA PNEUMONIAE AB, IGG, IGM- MAYO",64
,HEPATITIS B VIRAL DNA QUANT-MAYO,7
706-2,"PERIPHERAL BLOOD SMEAR, PATH REVIEW",13
53115-2,"PERIPHERAL BLOOD SMEAR, PATH REVIEW",12
704-7,"PERIPHERAL BLOOD SMEAR, PATH REVIEW",13
71695-1,"PERIPHERAL BLOOD SMEAR, PATH REVIEW",12
29771-3,FECAL GLOBIN BY IMMUNOCHEMISTRY,267
,POCT WHOLE BLOOD PROFILE WITH VENOUS BLOOD GAS UNSOLICITED RESULTS,2965
42595-9,HEPATITIS B VIRAL DNA QUANT-MAYO,95
,HEPATITIS A ANTIBODY IGG,39
24113-3,HEPATITIS B SCREEN,62
5196-1,HEPATITIS B SCREEN,62
,RHEUMATOID PANEL,220
,"LYME CNS INFECTION IGG, AB INDEX",6
,POCT VAGINAL PH BV,10
75694-0,"IGP, APTIMA HPV, RFX 16/18,45",17
59263-4,"IGP, APTIMA HPV, RFX 16/18,45",17
,"THINPREP TIS PAP AND HR HPV DNA REFLEX GENOTYPES 16,18",38
,MYCOPLASMA PNEUMONIAE IGM AB IFA-MAYO,9
71695-1,LYMPHOCYTE ACTIVITY PROFILE LEGACY,4
53115-2,LYMPHOCYTE ACTIVITY PROFILE LEGACY,4
42254-3,"ANA SCR,IFA W/REFL TITER/ PATTERN/MPX AB CASCADE",27
,PENTA SCREEN,19
64084-7,LC QUANTIFERON-TB GOLD PLUS,3
88517-8,LC QUANTIFERON-TB GOLD PLUS,3
71776-9,LC QUANTIFERON-TB GOLD PLUS,3
53115-2,CMP14+LP+CBC/D/PLT+TSH+HB A1C,1
704-7,CMP14+LP+CBC/D/PLT+TSH+HB A1C,1
,"FRAGILE X SYNDROME, MOLECULAR ANALYSIS-MAYO",76
2110-5,"HCG, SERUM, QUALITATIVE",34
20404-0,FETAL FIBRONECTIN,87
890-4,AB SCR+ANTIBODY ID 114041,22
26465-5,"CELL COUNT WITH DIFFERENTIAL, CSF",406
,"EPSTEIN-BARR VIRUS VCA, IGM",7
93812-6,"(1, 3) BETA-D-GLUCAN (FUNGITELL), S",455
,ANTI ENA 2,24
,ANTI ENA 1,20
94357-1,"PARANEOPLASTIC AUTOANTIBODY EVAL, CSF-MA",11
94358-9,"PARANEOPLASTIC AUTOANTIBODY EVAL, CSF-MA",11
94364-7,"PARANEOPLASTIC AUTOANTIBODY EVAL, CSF-MA",11
94363-9,"PARANEOPLASTIC AUTOANTIBODY EVAL, CSF-MA",11
94354-8,"PARANEOPLASTIC AUTOANTIBODY EVAL, CSF-MA",11
94355-5,"PARANEOPLASTIC AUTOANTIBODY EVAL, CSF-MA",11
94356-3,"PARANEOPLASTIC AUTOANTIBODY EVAL, CSF-MA",11
94706-9,"PARANEOPLASTIC AUTOANTIBODY EVAL, CSF-MA",11
94362-1,"PARANEOPLASTIC AUTOANTIBODY EVAL, CSF-MA",11
92813-5,"LYME CNS INFECTION IGG, AB INDEX",13
,MTB PCR,7
48159-8,"HEPATITIS C ANTIBODY AND HIV-1/2, SCREEN AND DIAGNOSTIC PANEL WITH REFLEXES",124
711-2,"Q DIFFERENTIAL, MANUAL",105
713-8,"Q DIFFERENTIAL, MANUAL",105
74668-5,"SURESWAB(R), ADVANCED VAGINITIS",108
,POCT BETA HCG UNSOLICITED RESULTS,23
23201-7,"LEPTOSPIRA ANTIBODY, IGM, S - MAYO",6
25835-0,"HIV 1 RNA, QL TMA",24
16130-7,HSV NAA,22
16131-5,HSV NAA,22
2030-5,ARTERIAL BLOOD GAS WITH CO-OXIMETRY UNSOLICITED RESULTS,8312
,"SPINAL MUSCULAR ATROPHY CARRIER SCREENING, DELETION/DUPLICATION ANALYSIS, VARIES",74
46154-1,"SURESWAB(R) TRICHOMONAS VAGINALIS RNA, QL, TMA",31
2335-8,FECAL IMMUNOCHEMICAL,205
13955-0,"HEPATITIS C ANTIBODY AND HIV-1/2, SCREEN AND DIAGNOSTIC PANEL WITH REFLEXES",124
,"EPSTEIN-BARR VIRUS VCA, IGG",6
,"ADENOVIRUS, MOLECULAR DETECTION,PCR-MAYO",1
50388-8,"PAP IG, CT-NG, RFX HPV ALL",13
50387-0,"PAP IG, CT-NG, RFX HPV ALL",13
47000-5,"VAGINITIS/VAGINOSIS, DNA PROBE",45
6410-5,"VAGINITIS/VAGINOSIS, DNA PROBE",45
6568-0,"VAGINITIS/VAGINOSIS, DNA PROBE",45
43305-2,THINPREP TIS PAP AND C. TRACHOMATIS AND N. GONORRHOEAE,15
43304-5,THINPREP TIS PAP AND C. TRACHOMATIS AND N. GONORRHOEAE,15
,TB SKIN TEST,47
43304-5,"MISC CHLAMYDIA TRACHOMATIS/N GONORRHOEAE, NAA-MAYO",33
43305-2,"MISC CHLAMYDIA TRACHOMATIS/N GONORRHOEAE, NAA-MAYO",33
64084-7,QUANTIFERON-TB GOLD PLUS,219
88517-8,QUANTIFERON-TB GOLD PLUS,219
43305-2,"SUREPATH IMAGING PAP AND HPV DNA, C. TRACHOMATIS, N. GONORRHOEAE",1
82675-0,"SUREPATH IMAGING PAP AND HPV DNA, C. TRACHOMATIS, N. GONORRHOEAE",1
43304-5,"SUREPATH IMAGING PAP AND HPV DNA, C. TRACHOMATIS, N. GONORRHOEAE",1
,"VAGINITIS/VAGINOSIS, DNA PROBE",18
706-2,"AUTO DIFFERENTIAL, ADD ON",554
713-8,"AUTO DIFFERENTIAL, ADD ON",554
69937-1,TRICHOMONAS VAGINALIS DNA PCR,67
43304-5,CHLAMYDIA/GC DNA PCR SCH BSP,227
24111-7,CHLAMYDIA/GC DNA PCR SCH BSP,227
,"CELL PROFILE, BAL",288
43304-5,THINPREP PAP AND C. TRACHOMATIS AND N. GONORRHOEAE,16
43305-2,THINPREP PAP AND C. TRACHOMATIS AND N. GONORRHOEAE,16
3390-2,"DRUG MONITOR, PANEL 1, W/CONF, URINE",8
3426-4,"DRUG MONITOR, PANEL 1, W/CONF, URINE",8
9835-0,"DRUG MONITOR, PANEL 1, W/CONF, URINE",4
3508-9,"DRUG MONITOR, PANEL 1, W/CONF, URINE",4
3681-4,"DRUG MONITOR, PANEL 1, W/CONF, URINE",4
3936-2,"DRUG MONITOR, PANEL 1, W/CONF, URINE",8
61422-2,"DRUG MONITOR, PANEL 1, W/CONF, URINE",4
10998-3,"DRUG MONITOR, PANEL 1, W/CONF, URINE",8
3831-5,"DRUG MONITOR, PANEL 1, W/CONF, URINE",4
58714-7,"DRUG MONITOR, PANEL 1, W/CONF, URINE",8
3349-8,"DRUG MONITOR, PANEL 1, W/CONF, URINE",8
3377-9,"DRUG MONITOR, PANEL 1, W/CONF, URINE",8
3393-6,"DRUG MONITOR, PANEL 1, W/CONF, URINE",8
3773-9,"DRUG MONITOR, PANEL 1, W/CONF, URINE",8
43304-5,"SUREPATH FPGS PAP REFLEX HPV MRNA E6/E7, C.TRACHOMATIS,N.GONORRHOEAE",16
43305-2,"SUREPATH FPGS PAP REFLEX HPV MRNA E6/E7, C.TRACHOMATIS,N.GONORRHOEAE",16
94500-6,COVID-19,11728
5792-7,"Glucose Qual, Urine",8375
94534-5,COVID-19 Abbott IDNOW,14866
704-7,Baso Absolute,117988
,Fecal Immunochemical Test (FIT),126
711-2,Eosin Absolute,27853
,NRBC %,27733
,NRBC Absolute,27723
713-8,Eosin %,27853
20405-7,"Urobilinogen, Urine",8371
5794-3,-- Blood,1014
5770-3,-- Bilirubin,1014
2514-8,"Ketones, Urine",8378
5797-6,-- Ketones,1014
25428-4,"Glucose Qual, Urine",8375
2118-8,HCG Qual - Serum,2249
5794-3,"Occult Blood, Urine",8368
33764-2,Shiga Toxin,380
70242-3,Shigella sp.,380
1975-2,"Bilirubin, Urine",60019
,Clostridium Difficile Screen Result,468
71429-5,Campylobacter sp.,380
27297-1,-- Leuk Esterase,1014
5802-4,"Nitrite, Urine",8369
5792-7,-- Glucose,1014
5802-4,-- Nitrite,1014
5804-0,"Protein, Urine",51299
49612-5,Salmonella sp.,380
20454-5,"Protein, Urine",51291
5799-2,"Leukocyte Esterase, Urine",8372
2106-3,HCG Qual - Urine,365
5804-0,-- Protein,1014
59646-0,Cotinine Screen,956
2030-5,Arterial CO-Hb,3695
60545-1,Cryptosporidium PCR,190
6396-6,Entamoeba histolytica PCR,190
25514-1,Rubella IgG (AB),1438
,C trachomatis DNA,908
706-2,Baso %,27863
5196-1,Hepatitis B Surface Antigen,1732
13955-0,Hepatitis C (AB),4109
24113-3,Hepatitis B Core (AB) IgM,479
13950-1,Hepatitis A (AB) IgM,512
742-7,Mono Absolute,117999
751-8,Neut Abs,141187
,--Extended Beta Lactam,866
,N gonorrhoeae DNA,660
6568-0,Trichomonas rRNA,121
6410-5,Gardnerella rRNA,121
47000-5,Candida rRNA,121
82197-5,C. difficile,35
,Para Protein in EX,111
48683-7,Group B Strep by PCR (RAPID),135
,POCT Urine HCG Qualitative,316
94500-6,SARS CoV-2 RNA,289
60544-4,Giardia lamblia PCR,190
,QFT-Plus Result,88
57761-9,Heparin (AB) EIA,115
2615-3,Arterial Met Hb,3695
8061-4,ANA Human,264
34487-9,Influenza A RNA,265
40982-1,Influenza B RNA,265
46274-7,Dir Antiglobulin Polyspecific Interp,249
38917-1,Human Metapneumovirus,1754
1925-7,Arterial BE,4019
3298-7,Tylenol/Acetaminophen Level,378
22244-8,Cytomegalovirus IgG,261
40991-2,Rhinovirus/Enterovirus,1754
22322-2,Hepatitis B Surface (AB),168
,Fetal Screen Interp,86
30325-5,Cytomegalovirus IgM,147
764-1,Bands,1979
14236-4,Anti Mitochondrial (AB),36
14252-1,Anti Smooth Muscle (AB),44
13951-9,Hepatitis A (AB) IgG,84
21522-8,Sm/RNP Ab,33
33569-5,SS-A (AB),39
45142-7,SS-B (AB),42
43182-5,Sm Ab,34
29910-7,Parainfluenza 3,1764
13955-0,"Hepatitis Core Antibody, Total",155
22580-5,"Toxoplasma, IgG Level",25
55776-9,Direct Antiglobulin IgG Interp,124
3181-5,Cardiolipin IgG,1177
,Dir Antiglobulin Complement Interp,123
24469-9,Hemoglobin Other,24
32681-9,Hemoglobin C,24
3182-3,Cardiolipin IgM,1177
32683-5,Hemoglobin S,24
6864-3,Sickle Cell Solubility,26
31418-7,Mononucleosis Screen,41
33037-3,Anion Gap,153485
5076-5,Cardiolipin IgA,1163
2890-2,Protein/Creatinine Ratio Total,568
19162-7,Varicella Zoster Virus (ABS) IgG,2
,SARS-COV2 IgG N Protein.,196
,POCT Venous Base Excess calc,451
,COVID-19 Result,77
51196-4,Hemoglobin A1,24
5159-9,EBV VCA IgM,172
5157-3,EBV VCA IgG,172
30083-0,EBV EBNA-1 IgG,25
24007-7,EBV EA-D IgG,25
31418-7,EBV Heterophile Ab,25
,Chromatin (AB),14
,Centromere B (AB),14
,Scl-70 (AB),21
,Jo-1 (AB),18
,Ribosomal P (AB),14
39528-5,Adenovirus.,1756
35729-3,Chlamydia DNA Amplified Probe,1
731-0,Lymph Absolute,117982
753-4,Neut Abs Man,1958
5905-5,Mono %,27865
736-9,Lymph %,27958
,POCT Arterial Base Excess calc,2075
62423-9,Coronavirus HKU1,283
31616-6,Rubella IgM (AB),7
25542-2,"Toxoplasma, IgM Level",14
24111-7,GC DNA Amplified Probe,1
,Direct Antiglobulin Interp TR,17
55465-9,FluA-H1-2009,1754
29908-1,Parainfluenza 1,1754
40982-1,FluB,1754
740-1,Metamyelocytes,23041
16960-7,Herpes simplex virus 2(HSV-2),34
,Rate mand,2101
,Amnisure,12
2640-1,"Myoglobin Screen, Urine",5
44449-7,Beta-2 Glycoprotein 1 IgM,19
44448-9,Beta-2 Glycoprotein 1 IgG,19
4447-1,Beta-2 Glycoprotein 1 IgA,19
48039-2,Fetal Fibronectin,2
41005-0,Coronavirus NL63,283
,Total Amylase AMP,1
116-4,--Cefoxitin,5
1968-7,"Bilirubin, Direct",4274
707-0,Basophils,430
13068-2,ANA Pattern,2399
5048-4,ANA Dilution,56
40988-8,Respiratory Syncytial Virus,1763
14658-9,Cold Agglutin Titer,5
94500-6,SARS-CoV2 RNA,775
,SARS-CoV-2 (COVID-19),353
,Imm Gran. %,8847
,Imm Gran. Absolute,8847
12179-8,Basophils (BF),19
749-2,Myelocytes,19831
769-0,Segmented Neutrophils,2133
13941-0,Lymphocytes (BF),297
54218-3,T4/T8 Ratio,880
,Vt exp spont,864
41003-5,Coronavirus 229E,283
41010-0,Parainfluenza 4,1754
,Plasma Cell,8
41003-5,CoV-229E (Not COVID-19),1471
62423-9,CoV-HKU1 (Not COVID-19),1471
4621-9,Sickle Cell Screen,38
41009-2,CoV-OC43 (Not COVID-19,1471
14241-4,Anti Parietal Cell (AB),1
714-6,Eosinophils,956
32700-7,"Malaria, Thick Drop Exam",1
8116-6,CD19,30
8117-4,CD19%,30
772-4,Nucleated Red Bl Cells,618
